channel_key,column_name,en_name,cn_name,unit,version,channel_type,channel_category,app,sub_app,fact_sheet_name,sampling_rate,data_type,original_name,channel_dimension
324,shubmy_3p__max,SHubMy_3P,轮毂中心My(静止坐标系)的3P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_3P_Max,1
325,shubmy_4p__max,SHubMy_4P,轮毂中心My(静止坐标系)的4P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_4P_Max,1
326,shubmy_5p__max,SHubMy_5P,轮毂中心My(静止坐标系)的5P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_5P_Max,1
327,shubmy_6p__max,SHubMy_6P,轮毂中心My(静止坐标系)的6P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_6P_Max,1
328,shubmy_7p__max,SHubMy_7P,轮毂中心My(静止坐标系)的7P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_7P_Max,1
329,shubmy_8p__max,SHubMy_8P,轮毂中心My(静止坐标系)的8P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_8P_Max,1
330,shubmy_9p__max,SHubMy_9P,轮毂中心My(静止坐标系)的9P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_9P_Max,1
331,shubmy_10p__max,SHubMy_10P,轮毂中心My(静止坐标系)的10P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_10P_Max,1
332,shubmy_11p__max,SHubMy_11P,轮毂中心My(静止坐标系)的11P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_11P_Max,1
333,shubmy_12p__max,SHubMy_12P,轮毂中心My(静止坐标系)的12P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_12P_Max,1
334,shubmy_1p__min,SHubMy_1P,轮毂中心My(静止坐标系)的1P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_1P_Min,1
335,shubmy_2p__min,SHubMy_2P,轮毂中心My(静止坐标系)的2P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_2P_Min,1
336,shubmy_3p__min,SHubMy_3P,轮毂中心My(静止坐标系)的3P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_3P_Min,1
337,shubmy_4p__min,SHubMy_4P,轮毂中心My(静止坐标系)的4P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_4P_Min,1
338,shubmy_5p__min,SHubMy_5P,轮毂中心My(静止坐标系)的5P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_5P_Min,1
339,shubmy_6p__min,SHubMy_6P,轮毂中心My(静止坐标系)的6P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_6P_Min,1
340,shubmy_7p__min,SHubMy_7P,轮毂中心My(静止坐标系)的7P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_7P_Min,1
341,shubmy_8p__min,SHubMy_8P,轮毂中心My(静止坐标系)的8P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_8P_Min,1
342,shubmy_9p__min,SHubMy_9P,轮毂中心My(静止坐标系)的9P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_9P_Min,1
343,shubmy_10p__min,SHubMy_10P,轮毂中心My(静止坐标系)的10P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_10P_Min,1
344,shubmy_11p__min,SHubMy_11P,轮毂中心My(静止坐标系)的11P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_11P_Min,1
345,shubmy_12p__min,SHubMy_12P,轮毂中心My(静止坐标系)的12P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_12P_Min,1
346,shubmy_1p__mean,SHubMy_1P,轮毂中心My(静止坐标系)的1P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_1P_Ave,1
347,shubmy_2p__mean,SHubMy_2P,轮毂中心My(静止坐标系)的2P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_2P_Ave,1
348,shubmy_3p__mean,SHubMy_3P,轮毂中心My(静止坐标系)的3P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_3P_Ave,1
349,shubmy_4p__mean,SHubMy_4P,轮毂中心My(静止坐标系)的4P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_4P_Ave,1
350,shubmy_5p__mean,SHubMy_5P,轮毂中心My(静止坐标系)的5P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_5P_Ave,1
351,shubmy_6p__mean,SHubMy_6P,轮毂中心My(静止坐标系)的6P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_6P_Ave,1
352,shubmy_7p__mean,SHubMy_7P,轮毂中心My(静止坐标系)的7P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_7P_Ave,1
353,shubmy_8p__mean,SHubMy_8P,轮毂中心My(静止坐标系)的8P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_8P_Ave,1
354,shubmy_9p__mean,SHubMy_9P,轮毂中心My(静止坐标系)的9P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_9P_Ave,1
355,shubmy_10p__mean,SHubMy_10P,轮毂中心My(静止坐标系)的10P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_10P_Ave,1
356,shubmy_11p__mean,SHubMy_11P,轮毂中心My(静止坐标系)的11P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_11P_Ave,1
357,shubmy_12p__mean,SHubMy_12P,轮毂中心My(静止坐标系)的12P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMy_12P_Ave,1
358,shubmz_1p__max,SHubMz_1P,轮毂中心Mz(静止坐标系)的1P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_1P_Max,1
359,shubmz_2p__max,SHubMz_2P,轮毂中心Mz(静止坐标系)的2P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_2P_Max,1
360,shubmz_3p__max,SHubMz_3P,轮毂中心Mz(静止坐标系)的3P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_3P_Max,1
361,shubmz_4p__max,SHubMz_4P,轮毂中心Mz(静止坐标系)的4P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_4P_Max,1
362,shubmz_5p__max,SHubMz_5P,轮毂中心Mz(静止坐标系)的5P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_5P_Max,1
363,shubmz_6p__max,SHubMz_6P,轮毂中心Mz(静止坐标系)的6P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_6P_Max,1
364,shubmz_7p__max,SHubMz_7P,轮毂中心Mz(静止坐标系)的7P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_7P_Max,1
365,shubmz_8p__max,SHubMz_8P,轮毂中心Mz(静止坐标系)的8P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_8P_Max,1
366,shubmz_9p__max,SHubMz_9P,轮毂中心Mz(静止坐标系)的9P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_9P_Max,1
367,shubmz_10p__max,SHubMz_10P,轮毂中心Mz(静止坐标系)的10P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_10P_Max,1
368,shubmz_11p__max,SHubMz_11P,轮毂中心Mz(静止坐标系)的11P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_11P_Max,1
369,shubmz_12p__max,SHubMz_12P,轮毂中心Mz(静止坐标系)的12P最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_12P_Max,1
370,shubmz_1p__min,SHubMz_1P,轮毂中心Mz(静止坐标系)的1P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_1P_Min,1
371,shubmz_2p__min,SHubMz_2P,轮毂中心Mz(静止坐标系)的2P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_2P_Min,1
372,shubmz_3p__min,SHubMz_3P,轮毂中心Mz(静止坐标系)的3P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_3P_Min,1
373,shubmz_4p__min,SHubMz_4P,轮毂中心Mz(静止坐标系)的4P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_4P_Min,1
374,shubmz_5p__min,SHubMz_5P,轮毂中心Mz(静止坐标系)的5P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_5P_Min,1
375,shubmz_6p__min,SHubMz_6P,轮毂中心Mz(静止坐标系)的6P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_6P_Min,1
376,shubmz_7p__min,SHubMz_7P,轮毂中心Mz(静止坐标系)的7P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_7P_Min,1
377,shubmz_8p__min,SHubMz_8P,轮毂中心Mz(静止坐标系)的8P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_8P_Min,1
378,shubmz_9p__min,SHubMz_9P,轮毂中心Mz(静止坐标系)的9P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_9P_Min,1
379,shubmz_10p__min,SHubMz_10P,轮毂中心Mz(静止坐标系)的10P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_10P_Min,1
380,shubmz_11p__min,SHubMz_11P,轮毂中心Mz(静止坐标系)的11P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_11P_Min,1
381,shubmz_12p__min,SHubMz_12P,轮毂中心Mz(静止坐标系)的12P最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_12P_Min,1
382,shubmz_1p__mean,SHubMz_1P,轮毂中心Mz(静止坐标系)的1P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_1P_Ave,1
383,shubmz_2p__mean,SHubMz_2P,轮毂中心Mz(静止坐标系)的2P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_2P_Ave,1
384,shubmz_3p__mean,SHubMz_3P,轮毂中心Mz(静止坐标系)的3P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_3P_Ave,1
385,shubmz_4p__mean,SHubMz_4P,轮毂中心Mz(静止坐标系)的4P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_4P_Ave,1
386,shubmz_5p__mean,SHubMz_5P,轮毂中心Mz(静止坐标系)的5P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_5P_Ave,1
387,shubmz_6p__mean,SHubMz_6P,轮毂中心Mz(静止坐标系)的6P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_6P_Ave,1
388,shubmz_7p__mean,SHubMz_7P,轮毂中心Mz(静止坐标系)的7P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_7P_Ave,1
389,shubmz_8p__mean,SHubMz_8P,轮毂中心Mz(静止坐标系)的8P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_8P_Ave,1
390,shubmz_9p__mean,SHubMz_9P,轮毂中心Mz(静止坐标系)的9P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_9P_Ave,1
391,shubmz_10p__mean,SHubMz_10P,轮毂中心Mz(静止坐标系)的10P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_10P_Ave,1
392,shubmz_11p__mean,SHubMz_11P,轮毂中心Mz(静止坐标系)的11P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_11P_Ave,1
393,shubmz_12p__mean,SHubMz_12P,轮毂中心Mz(静止坐标系)的12P平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_SHubMz_12P_Ave,1
394,bld_br1vibr__max,BLD_BR1Vibr,叶片1振动量最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_BR1Vibr_Max,1
395,bld_br1vibr__min,BLD_BR1Vibr,叶片1振动量最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_BR1Vibr_Min,1
396,bld_br1vibr__mean,BLD_BR1Vibr,叶片1振动量平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_BR1Vibr_Ave,1
397,bld_br2vibr__max,BLD_BR2Vibr,叶片2振动量最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_BR2Vibr_Max,1
398,bld_br2vibr__min,BLD_BR2Vibr,叶片2振动量最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_BR2Vibr_Min,1
399,bld_br2vibr__mean,BLD_BR2Vibr,叶片2振动量平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_BR2Vibr_Ave,1
400,bld_br3vibr__max,BLD_BR3Vibr,叶片3振动量最大值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_BR3Vibr_Max,1
401,bld_br3vibr__min,BLD_BR3Vibr,叶片3振动量最小值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_BR3Vibr_Min,1
402,bld_br3vibr__mean,BLD_BR3Vibr,叶片3振动量平均值,kN-m,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_BR3Vibr_Ave,1
403,bld_pch_sh_bf__max,BLD_PCH_SH_bf,机舱backward和forward合振动最大值,m/s^2,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_PCH_SH_bf_Max,1
404,bld_pch_sh_bf__min,BLD_PCH_SH_bf,机舱backward和forward合振动最小值,m/s^2,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_PCH_SH_bf_Min,1
405,bld_pch_sh_bf__mean,BLD_PCH_SH_bf,机舱backward和forward合振动平均值,m/s^2,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_BLD_PCH_SH_bf_Ave,1
406,windspeed__max,WindSpeed,风速最大值,m/s,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_WindSpeedMax,1
407,windspeed__min,WindSpeed,风速最小值,m/s,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_WindSpeedMin,1
408,windspeed__mean,WindSpeed,风速平均值,m/s,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_WindSpeedAve,1
409,windspeed__std,WindSpeed,风速标准差,m/s,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_WindSpeedStd,1
410,windspeedint,WindSpeedInt,风速湍流值,m/s,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_WindSpeedInt,1
411,windvane__max,WindVane,风向最大值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_WindVaneMax,1
412,windvane__min,WindVane,风向最小值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_WindVaneMin,1
413,windvane__mean,WindVane,风向平均值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_WindVaneAve,1
414,generatorspeed__max,GeneratorSpeed,发电机转速最大值,rpm,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_GeneratorSpeedMax,1
415,generatorspeed__min,GeneratorSpeed,发电机转速最小值,rpm,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_GeneratorSpeedMin,1
416,generatorspeed__mean,GeneratorSpeed,发电机转速平均值,rpm,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_GeneratorSpeedAve,1
417,pitchangle__max,PitchAngle,桨叶角度最大值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_PitchAngleMax,1
418,pitchangle__min,PitchAngle,桨叶角度最小值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_PitchAngleMin,1
419,pitchangle__mean,PitchAngle,桨叶角度平均值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_PitchAngleAve,1
420,tempnac__max,TempNac,舱内温度最大值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_TempNacMax,1
421,tempnac__min,TempNac,舱内温度最小值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_TempNacMin,1
422,tempnac__mean,TempNac,舱内温度平均值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_TempNacAve,1
423,tempout__max,TempOut,舱外温度最大值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_TempOutMax,1
424,tempout__min,TempOut,舱外温度最小值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_TempOutMin,1
425,tempout__mean,TempOut,舱外温度平均值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_TempOutAve,1
426,activepower__max,ActivePower,有功功率最大值,kW,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_ActivePowerMax,1
427,activepower__min,ActivePower,有功功率最小值,kW,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_ActivePowerMin,1
428,activepower__mean,ActivePower,有功功率平均值,kW,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_ActivePowerAve,1
429,powercurvestate__max,PowerCurveState,功率曲线状态码最大值,NA,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_PowerCurveStateMax,1
430,powercurvestate__min,PowerCurveState,功率曲线状态码最小值,NA,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_PowerCurveStateMin,1
431,powercurvestate__mean,PowerCurveState,功率曲线状态码平均值,NA,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_PowerCurveStateAve,1
432,pitch1current__max,Pitch1Current,桨叶1变桨电流最大值,A,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_Pitch1CurrentMax,1
433,pitch2current__max,Pitch2Current,桨叶2变桨电流最大值,A,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_Pitch2CurrentMax,1
434,pitch3current__max,Pitch3Current,桨叶3变桨电流最大值,A,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_Pitch3CurrentMax,1
435,pitch1current__min,Pitch1Current,桨叶1变桨电流最小值,A,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_Pitch1CurrentMin,1
436,pitch2current__min,Pitch2Current,桨叶2变桨电流最小值,A,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_Pitch2CurrentMin,1
437,pitch3current__min,Pitch3Current,桨叶3变桨电流最小值,A,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_Pitch3CurrentMin,1
438,pitch1current__mean,Pitch1Current,桨叶1变桨电流平均值,A,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_Pitch1CurrentAve,1
439,pitch2current__mean,Pitch2Current,桨叶2变桨电流平均值,A,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_Pitch2CurrentAve,1
440,pitch3current__mean,Pitch3Current,桨叶3变桨电流平均值,A,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_Pitch3CurrentAve,1
441,nacellepos__max,NacellePos,机舱绝对位置最大值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_NacellePosMax,1
442,nacellepos__min,NacellePos,机舱绝对位置最小值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_NacellePosMin,1
443,nacellepos__mean,NacellePos,机舱绝对位置平均值,degree,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_NacellePosAve,1
444,rotorspeed__max,RotorSpeed,风轮转速最大值,rpm,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_RotorSpeedMax,1
445,rotorspeed__min,RotorSpeed,风轮转速最小值,rpm,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_RotorSpeedMin,1
446,rotorspeed__mean,RotorSpeed,风轮转速平均值,rpm,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_RotorSpeedAve,1
447,generatortorque__max,GeneratorTorque,发电机扭矩最大值,Nm,2003,10min,Statistics,DigitalTwin,DigitalTwinPreProc,fact_digitaltwindata_load,0.001666667,double,Stat_GeneratorTorqueMax,1
